wl,n
0.002603305,0.99663362
0.002614617,0.99661326
0.002625336,0.99659325
0.002636325,0.99657395
0.002647203,0.99655522
0.002658536,0.99653781
0.002669794,0.99652982
0.002680953,0.99650489
0.002692518,0.99648593
0.002704094,0.99646884
0.00271578,0.99642945
0.002727342,0.996411
0.00273931,0.99639988
0.00275129,0.99638072
0.002763256,0.99636034
0.002775356,0.99634059
0.002787604,0.99632088
0.002800195,0.99630023
0.002812601,0.99628051
0.002825227,0.99626169
0.002837828,0.99624362
0.002850563,0.99622528
0.002863691,0.99620644
0.002876646,0.99618773
0.002889809,0.99616773
0.002903278,0.99614634
0.002916525,0.99612691
0.002930066,0.99611089
0.002943876,0.99610027
0.002954437,0.99609277
0.002956185,0.99609101
0.002956431,0.99609078
0.00295792,0.99608949
0.002958055,0.99608941
0.002959569,0.99608845
0.002959692,0.99608834
0.002961341,0.99608738
0.002962031,0.99608716
0.0029624,0.99608694
0.002963864,0.99608613
0.002964159,0.99608606
0.002965882,0.99608524
0.002966116,0.99608511
0.002967408,0.9960845
0.002967815,0.99608424
0.002968947,0.99608365
0.002970017,0.99608348
0.002970522,0.99608325
0.002971432,0.99608272
0.002972454,0.99608235
0.002973364,0.99608208
0.0029743,0.99608147
0.002974792,0.99608096
0.002976182,0.99608002
0.002976687,0.9960796
0.002978028,0.99607818
0.002978127,0.99607809
0.002979985,0.99607657
0.002980059,0.99607656
0.002981474,0.99607528
0.002982286,0.99607443
0.00298295,0.9960741
0.002983849,0.99607284
0.002985042,0.99607171
0.002985559,0.99607149
0.002986482,0.99607035
0.002987761,0.9960688
0.002988155,0.99606833
0.002989349,0.99606669
0.002990284,0.99606581
0.002990727,0.99606559
0.002992166,0.99606366
0.002992696,0.99606288
0.002993815,0.9960613
0.002994504,0.99606055
0.002995722,0.99605933
0.002995833,0.99605915
0.002997986,0.99605649
0.002998035,0.99605646
0.002999069,0.9960553
0.003000176,0.99605383
0.003000595,0.99605307
0.003002059,0.99605082
0.003002428,0.99605048
0.003004003,0.9960485
0.003004027,0.99604846
0.003005836,0.99604615
0.003005971,0.99604598
0.003007472,0.99604397
0.003007952,0.99604339
0.003009084,0.99604188
0.003009859,0.9960407
0.00301104,0.99603921
0.003011483,0.99603893
0.003012725,0.99603744
0.003013513,0.99603643
0.00301355,0.99603645
0.003016084,0.99603377
0.003016367,0.99603336
0.00301729,0.99603188
0.003018138,0.99603045
0.003018753,0.99602937
0.003019898,0.99602802
0.003020709,0.99602704
0.003021731,0.99602544
0.003022702,0.99602369
0.003023391,0.9960228
0.003024375,0.99602175
0.003025446,0.99602024
0.003026565,0.99601902
